Order_id,Availability,Costs,Customer demographics,Defect rates,Inspection results,Lead time,Lead times,Location,Manufacturing costs,Manufacturing lead time,Number of products sold,Order quantities,Price,Product type,Production volumes,Revenue generated,Routes,Shipping carriers,Shipping costs,Shipping times,Stock levels,Supplier name,Transportation modes
91c274f2-9a0d-5ce6-ac3d-7529f452df21,55,184.15985209050797,Non-binary,0.21830192210049298,Pending,29,9,Mumbai,43.233235607203106,29,802,95,71.50172705615594,haircare,215,8735.344078693583,Route B,Carrier B,2.7056317865602013,4,56,Supplier 3,Road
0ff1e264-520d-543a-87dd-181a491e667e,55,184.5135064286948,Non-binary,0.2270743435915517,Pending,29,6,Mumbai,46.445321238099794,29,802,97,67.41591561013257,haircare,213,8663.642492288316,Route B,Carrier B,2.7418073754520247,2,60,Supplier 3,Road
23986425-d3a5-5e13-8bab-299745777a8d,55,186.69636895300573,Non-binary,0.22483919315546763,Pending,29,8,Mumbai,37.34063712142183,29,802,95,72.22683852740019,haircare,217,8616.845717742313,Route B,Carrier B,2.6856712570030266,2,58,Supplier 3,Road
c15b38c9-9a3e-543c-a703-dd742f25b4d5,55,185.85046400987935,Non-binary,0.2330945148780526,Pending,29,8,Mumbai,40.563334756549494,29,802,95,65.77652901903188,haircare,214,8715.563205584063,Route B,Carrier B,2.386685931698893,3,59,Supplier 3,Road
db680066-c83d-5ed7-89a4-1d79466ea62d,55,188.3420813482267,Non-binary,0.22998922493503315,Pending,29,8,Mumbai,47.94702199766751,29,802,98,68.94427404167713,haircare,216,8598.984756766735,Route B,Carrier B,2.6471097196847015,5,57,Supplier 3,Road
cadb7952-2bba-5609-88d4-8e47ec4e7920,55,186.0472414117436,Non-binary,0.22302423494357107,Pending,29,9,Mumbai,47.153814505556056,29,802,98,78.69105465866521,haircare,214,8717.276273529822,Route B,Carrier B,2.6590146545025743,6,56,Supplier 3,Road
35140057-a2a4-5adb-a500-46f8ed8b66a9,55,185.10044594815975,Non-binary,0.22132563173100203,Pending,29,9,Mumbai,44.74575969656377,29,802,96,70.80221424188784,haircare,216,8680.423122186596,Route B,Carrier B,2.918159365177652,5,57,Supplier 3,Road
66e549b7-01e2-5d07-98d5-430f74d8d3b2,55,190.5038614417964,Non-binary,0.22445362722380954,Pending,29,7,Mumbai,46.63659795920688,29,802,95,64.77119347439042,haircare,217,8610.343166950997,Route B,Carrier B,3.2647658681729377,3,56,Supplier 3,Road
292c8e99-2378-55aa-83d8-350e0ac3f1cc,55,187.32817576914545,Non-binary,0.22634759023241985,Pending,29,5,Mumbai,51.498054802252256,29,802,96,66.05260517179018,haircare,216,8707.787123140133,Route B,Carrier B,3.554258835517277,2,58,Supplier 3,Road
0e3b230a-0509-55d8-96a0-9875f387a2be,55,187.87886106502583,Non-binary,0.22715762943428716,Pending,29,7,Mumbai,44.07825070327132,29,802,97,68.32538338706028,haircare,217,8709.34237689908,Route B,Carrier B,3.0611799834982136,5,56,Supplier 3,Road
4c507660-a83b-55c0-9b2b-83eccb07723d,55,185.0770811695208,Non-binary,0.22417847583251949,Pending,29,7,Mumbai,45.01600002668194,29,802,98,70.53315207213853,haircare,214,8762.261103518955,Route B,Carrier B,3.3019653346317663,3,57,Supplier 3,Road
a1b9b633-da11-58be-b1a9-5cfa2848f186,55,186.72998559546653,Non-binary,0.22685148676584974,Pending,29,5,Mumbai,52.44874623165976,29,802,98,69.67228012439763,haircare,216,8745.68441561707,Route B,Carrier B,3.2440746916696166,2,56,Supplier 3,Road
c2708a8b-120a-56f5-a30d-990048af87cc,55,187.9603349235373,Non-binary,0.23074571102073094,Pending,29,7,Mumbai,44.81716653459053,29,802,95,67.13520897764596,haircare,214,8704.55093230955,Route B,Carrier B,3.754609829432312,6,58,Supplier 3,Road
e7263999-68b6-5a23-b530-af25b7efd632,55,185.59106112919142,Non-binary,0.21731221742860443,Pending,29,5,Mumbai,51.93227696194641,29,802,98,68.26686884090788,haircare,215,8564.324900367374,Route B,Carrier B,2.7758101985618127,3,57,Supplier 3,Road
ce1ae2d5-3454-5952-97ff-36ff935bcfe9,55,188.45745628610703,Non-binary,0.2218341971872715,Pending,29,5,Mumbai,43.46986504205079,29,802,95,73.80950630497182,haircare,214,8874.093318766956,Route B,Carrier B,2.7678766653015394,6,58,Supplier 3,Road
33677b87-bc8d-5ff6-9a25-fe60225e4bf0,55,186.62436385287037,Non-binary,0.23596642967748768,Pending,29,6,Mumbai,49.21582740304354,29,802,98,71.15396508627799,haircare,215,8540.415601211844,Route B,Carrier B,3.595195944651213,5,58,Supplier 3,Road
ed2305ae-e8f9-5387-b860-3d80ae6c02f7,55,187.20441438998228,Non-binary,0.21638369567023252,Pending,29,9,Mumbai,45.62143613793901,29,802,96,68.05771608749116,haircare,217,8744.221938100078,Route B,Carrier B,2.5979131743183457,6,60,Supplier 3,Road
604ed872-ae2d-5d91-8e3e-572f3a3aaaa5,55,186.62235880656795,Non-binary,0.22499494549638208,Pending,29,7,Mumbai,46.048620164453304,29,802,97,70.37519116954087,haircare,217,8699.354582777183,Route B,Carrier B,3.2345929186939233,5,60,Supplier 3,Road
8f8173d9-2f8d-5636-a693-24d9f79ba651,55,191.22976619389755,Non-binary,0.22789816271935673,Pending,29,8,Mumbai,42.79645714413657,29,802,97,69.81501566233396,haircare,213,8560.29261774995,Route B,Carrier B,3.3068537848691384,2,57,Supplier 3,Road
36eb8d4d-b854-51f1-9fdf-3735964225d5,55,187.72673413962906,Non-binary,0.22580268590479818,Pending,29,7,Mumbai,45.62825355644625,29,802,98,67.41095516289602,haircare,213,8651.229849053814,Route B,Carrier B,3.0206292834119717,3,57,Supplier 3,Road
3493b6ca-f84b-56a9-97cc-c0bd1c46c4c0,55,185.7662012377304,Non-binary,0.2316633005177669,Pending,29,6,Mumbai,47.042529450875584,29,802,95,72.24752055878118,haircare,215,8655.175219911956,Route B,Carrier B,3.3292807298495353,5,58,Supplier 3,Road
f413ea13-fcd9-5b44-9d22-1fa1f7b063a5,55,189.29642060326174,Non-binary,0.22716642484691194,Pending,29,8,Mumbai,52.016917453277884,29,802,96,70.01565903935601,haircare,216,8775.08632535792,Route B,Carrier B,2.8426793529724153,2,59,Supplier 3,Road
f468d924-d23b-56c2-b90f-3d1cf4b45337,55,185.45991616827143,Non-binary,0.22578643791887387,Pending,29,6,Mumbai,44.369335932431355,29,802,96,69.15871675645595,haircare,215,8600.209825090327,Route B,Carrier B,3.298187660538476,6,60,Supplier 3,Road
8828c9d6-ed76-5c09-bf64-ba9e9cd90896,55,188.14422119370406,Non-binary,0.2299694144367816,Pending,29,8,Mumbai,37.26197721621162,29,802,95,69.49327479835331,haircare,216,8639.307124338073,Route B,Carrier B,2.7191620222018034,2,56,Supplier 3,Road
facb7618-55ca-5c30-9cba-fd567b6c0611,55,184.0727541294657,Non-binary,0.22647672584677073,Pending,29,8,Mumbai,46.055203721257534,29,802,95,69.89504300032957,haircare,215,8459.646518137388,Route B,Carrier B,2.335544322383351,3,56,Supplier 3,Road
96f3de0e-6412-5434-b406-67ef3352ab85,95,496.3839323105932,Female,4.790198346028704,Pending,23,31,Mumbai,35.928996640900394,30,736,38,15.059045683765566,skincare,517,7590.328983813335,Route B,Carrier A,8.986363240844954,2,52,Supplier 3,Road
9ebacb89-40ab-52b3-93a2-9054611d8f55,95,504.0559202660154,Female,4.887029943008253,Pending,23,29,Mumbai,33.597730141662204,30,736,39,14.193929570739467,skincare,519,7381.033499601787,Route B,Carrier A,9.18223954636884,1,53,Supplier 3,Road
681046ff-9129-5ade-b11c-769864e02184,95,506.78055032714985,Female,4.855527540334376,Pending,23,32,Mumbai,32.6314952355229,30,736,37,14.906500323285199,skincare,518,7485.290558329819,Route B,Carrier A,9.338339558515706,1,54,Supplier 3,Road
c13d0b5d-1ca3-57b6-a23f-8586bca44928,95,503.9276739859164,Female,4.907944993815013,Pending,23,30,Mumbai,31.30910076036571,30,736,38,15.265887951669063,skincare,518,7453.334128611763,Route B,Carrier A,9.776321855905373,2,54,Supplier 3,Road
7c411b5e-9d3f-50b5-9c28-62096e41c4ed,95,502.48379244809615,Female,4.911862821131194,Pending,23,32,Mumbai,34.8255822683265,30,736,39,15.49915296660834,skincare,518,7453.588311250973,Route B,Carrier A,8.669091110588392,4,55,Supplier 3,Road
f825aafe-6696-5121-b263-6b2c408b7f43,95,501.55083009961186,Female,4.920276863751124,Pending,23,31,Mumbai,29.875951045927057,30,736,39,15.941154784446658,skincare,517,7521.323058805101,Route B,Carrier A,9.080478376140018,3,54,Supplier 3,Road
f2b4caea-61c3-5bed-8ce7-d8b9d16e129e,95,495.62764393597206,Female,4.865255669461389,Pending,23,28,Mumbai,36.04700423137385,30,736,37,16.342986040722618,skincare,518,7585.591287440414,Route B,Carrier A,10.495398414502521,1,54,Supplier 3,Road
3593855a-6557-5736-8cab-172c6987f949,95,499.44429071373304,Female,4.708267654454793,Pending,23,30,Mumbai,35.28677535782006,30,736,38,14.519855494219275,skincare,519,7479.6637568311435,Route B,Carrier A,10.180160693264408,4,52,Supplier 3,Road
36392431-d554-5385-b876-7bc6e1cb26b3,95,500.74826404875245,Female,4.922146877943642,Pending,23,30,Mumbai,31.71814251697609,30,736,39,15.216529410510134,skincare,515,7509.7747816919655,Route B,Carrier A,10.249894575387078,0,54,Supplier 3,Road
7e645493-0898-5501-8155-e8578b4f5224,95,508.3835971993173,Female,4.847824680394976,Pending,23,32,Mumbai,36.592796152756996,30,736,36,13.736502735410529,skincare,517,7485.438334324762,Route B,Carrier A,9.112542416141416,4,54,Supplier 3,Road
14dc6a81-0491-5683-baaf-7582a61c5798,95,504.79420448815097,Female,5.037343945424317,Pending,23,31,Mumbai,31.79502288855721,30,736,37,15.10556591382706,skincare,519,7536.81706811982,Route B,Carrier A,9.839236738479288,3,53,Supplier 3,Road
883e0a9c-e3b3-5f9c-8073-2913cbbb99ec,95,494.1963309814524,Female,4.893794940264908,Pending,23,31,Mumbai,35.25394396591454,30,736,38,15.207493175923402,skincare,519,7426.362336985794,Route B,Carrier A,11.81693201940144,0,52,Supplier 3,Road
44b1d52f-cb65-59c3-a00a-a9f9a6b92247,95,504.6959340472364,Female,4.984286174457403,Pending,23,31,Mumbai,30.696470396868033,30,736,35,13.881223002335208,skincare,516,7541.133880024101,Route B,Carrier A,8.660729470328153,3,54,Supplier 3,Road
f428abba-f3c6-50d1-ace0-b15fe2b42d8a,95,501.1283627454901,Female,4.806691079501787,Pending,23,28,Mumbai,30.67886465114796,30,736,39,16.59094153176433,skincare,519,7543.75335064871,Route B,Carrier A,9.855440073369689,1,54,Supplier 3,Road
6768f5a2-051e-54ea-ad74-832847c693cf,95,499.6602175684385,Female,5.019839195731753,Pending,23,30,Mumbai,31.954878347538827,30,736,39,15.06780452526744,skincare,517,7541.667069835147,Route B,Carrier A,11.071674603652067,1,55,Supplier 3,Road
c8f4ed2e-397e-5644-a4ee-8b41a90a6de2,95,506.1427120146477,Female,4.995872860327964,Pending,23,29,Mumbai,32.39947929574283,30,736,39,14.453779621268769,skincare,515,7411.647092779702,Route B,Carrier A,9.176574263033231,4,54,Supplier 3,Road
62d770e4-1e11-5556-8a43-d5fec06b97fa,95,508.25218286854374,Female,4.910009094462227,Pending,23,30,Mumbai,30.171670060152298,30,736,39,15.38874044980919,skincare,516,7448.340562782876,Route B,Carrier A,6.611822450712543,0,52,Supplier 3,Road
a5a4ee27-4652-5f7d-9e4d-652a965d288e,95,507.7505288744069,Female,4.875927926840604,Pending,23,29,Mumbai,32.06784101278841,30,736,39,14.750176781080459,skincare,519,7478.766458168489,Route B,Carrier A,11.401258056190713,1,51,Supplier 3,Road
97f29d4d-a3a3-5aa4-a883-87b799d604d2,95,498.8437646561437,Female,4.908942986218585,Pending,23,31,Mumbai,30.163977267141522,30,736,39,14.903145953298356,skincare,518,7358.622910426043,Route B,Carrier A,9.911330132790434,1,52,Supplier 3,Road
dc9e84f6-774e-53fc-833f-a683841deef6,95,501.5100381202908,Female,4.934429570411102,Pending,23,29,Mumbai,35.59815932068712,30,736,38,15.143540811794647,skincare,519,7579.895468294746,Route B,Carrier A,9.083724361769736,2,52,Supplier 3,Road
0b1b11cd-c728-515b-967a-d0df61b8ed7c,95,504.73205144937066,Female,4.8336658344113195,Pending,23,28,Mumbai,30.90875649368588,30,736,39,15.789794608276653,skincare,516,7459.98412554975,Route B,Carrier A,8.234092815411492,0,55,Supplier 3,Road
0463a67b-30ae-56d5-b7c8-65c01be01d7f,95,507.9732108932937,Female,4.663462498096525,Pending,23,28,Mumbai,35.17166114297169,30,736,38,13.691939631954423,skincare,515,7482.083641397968,Route B,Carrier A,7.7014893747798965,3,52,Supplier 3,Road
083fc808-0906-5c2e-abd2-0d4c1603a9e2,95,500.65501849491676,Female,4.925404511347939,Pending,23,31,Mumbai,27.15603631933297,30,736,38,14.580673467771021,skincare,519,7417.850340824616,Route B,Carrier A,10.327345916378786,3,52,Supplier 3,Road
43ee290a-b01b-5a38-a99b-1afb62a7193a,95,502.131592743472,Female,4.7765144316357935,Pending,23,30,Mumbai,34.19023042549751,30,736,35,13.702769637197521,skincare,519,7361.903056750648,Route B,Carrier A,8.969891282905913,3,55,Supplier 3,Road
18c2f394-3c7e-519c-9232-7a4470c7868f,95,497.4999887053504,Female,4.959245209672879,Pending,23,32,Mumbai,30.19991230452676,30,736,35,14.658620213866595,skincare,518,7415.833999325149,Route B,Carrier A,8.65862701060695,4,55,Supplier 3,Road
08c02838-0ff8-5ad7-9ac9-66bac02971eb,95,497.04787536841104,Female,4.944768619126612,Pending,23,31,Mumbai,35.674424373205035,30,736,36,14.9576690217965,skincare,517,7477.254670824464,Route B,Carrier A,9.049823054176557,2,53,Supplier 3,Road
14888a48-5f16-5cb9-9a0d-9c0563de121e,95,507.1531168838372,Female,4.882205121175336,Pending,23,31,Mumbai,30.705584242621185,30,736,37,14.325718146287992,skincare,517,7511.1439161773205,Route B,Carrier A,9.660433520662423,3,55,Supplier 3,Road
fb0e3f8f-605c-5f9f-be82-41ed661e8bbf,95,509.88835590405864,Female,4.762344150229684,Pending,23,32,Mumbai,34.469503728625405,30,736,38,14.262622646478468,skincare,517,7472.971170604563,Route B,Carrier A,8.883671400682742,2,54,Supplier 3,Road
235f1dc8-1eea-5918-b2e1-eac7572df017,95,502.7033210144947,Female,4.664590198505945,Pending,23,28,Mumbai,31.59551493125148,30,736,36,13.575037554797952,skincare,516,7486.76879780056,Route B,Carrier A,11.101769505412145,2,53,Supplier 3,Road
c8771d1b-14d9-550a-87a1-cf0a56a02a84,95,508.1140077344072,Female,4.7234948907084835,Pending,23,29,Mumbai,35.21478989892865,30,736,37,15.034298678939825,skincare,515,7435.754864436675,Route B,Carrier A,10.303300446028983,4,55,Supplier 3,Road
22276c6f-08f9-5944-bcd2-81e6bf89fd72,95,504.8848455134889,Female,4.709368951126027,Pending,23,29,Mumbai,30.58424376202647,30,736,39,14.641567888545847,skincare,519,7497.924675049629,Route B,Carrier A,11.446111310493652,3,53,Supplier 3,Road
a192fb22-6740-5029-948d-cc2bad74db31,95,499.820203719956,Female,4.955035235338213,Pending,23,30,Mumbai,33.464037249437325,30,736,35,15.104359407473565,skincare,517,7571.532743744488,Route B,Carrier A,8.530636018478006,1,54,Supplier 3,Road
85105cfe-bec4-5f56-971f-98d24a8063fd,95,504.8836360455415,Female,4.771618675136137,Pending,23,29,Mumbai,31.92743407769436,30,736,37,15.420759301346177,skincare,518,7513.483701418035,Route B,Carrier A,8.24744435870257,4,53,Supplier 3,Road
d62149c8-71b3-5c0e-a3c8-acd70b6675a2,95,510.8029117102949,Female,4.781231880590046,Pending,23,28,Mumbai,32.48243322696754,30,736,37,15.323441767548651,skincare,519,7521.299176716323,Route B,Carrier A,8.903726320008657,0,55,Supplier 3,Road
df08d167-1bd8-55a3-b20f-6763dd47aa7f,95,502.88535067853434,Female,4.778983853060431,Pending,23,32,Mumbai,32.127767750083535,30,736,38,15.262777383341016,skincare,517,7482.836335174139,Route B,Carrier A,11.031595733812345,4,52,Supplier 3,Road
c5a21254-71c0-557d-84d0-e075d9bee976,95,510.9367628184185,Female,4.71868229149806,Pending,23,28,Mumbai,33.5188108553108,30,736,39,14.199330355062088,skincare,517,7348.751167874339,Route B,Carrier A,10.468409617711032,2,53,Supplier 3,Road
73702180-6d2d-5a7f-9983-6ec8607fa214,95,489.886543269535,Female,4.8999919050670515,Pending,23,30,Mumbai,37.95992969521557,30,736,38,12.697439521914148,skincare,518,7382.9585395782915,Route B,Carrier A,8.755833122169117,3,51,Supplier 3,Road
61491fee-d69e-5dae-b94c-180f4ddd68d7,95,507.20028774335003,Female,4.873297768021593,Pending,23,31,Mumbai,34.643446074443126,30,736,35,14.497007836771111,skincare,515,7494.837894355274,Route B,Carrier A,7.767125305836406,3,54,Supplier 3,Road
dee4df3e-dd90-5855-9b7d-b2280889fd38,95,503.50348298763436,Female,4.717803054959015,Pending,23,29,Mumbai,29.140064829903856,30,736,36,14.385836947143371,skincare,518,7460.083913710999,Route B,Carrier A,11.345209765600806,4,51,Supplier 3,Road
5cb3eaa8-5b22-5842-8d28-a2831327fb27,95,501.561376090348,Female,4.7966590240506335,Pending,23,28,Mumbai,29.708310183813072,30,736,38,16.418287724698367,skincare,518,7493.716303650559,Route B,Carrier A,11.335930808867973,3,54,Supplier 3,Road
87a82bba-b18b-58dd-b2bd-4619c102dedb,11,806.8428642384605,Non-binary,1.6980757894227032,Pass,18,13,Kolkata,94.5225952538363,5,996,81,14.71155570714497,skincare,830,2370.042658660155,Route B,Carrier C,9.340473270160425,0,50,Supplier 5,Road
363e1fb0-2c44-591a-a856-6cfcb9866cf0,11,790.0813215232897,Non-binary,1.7462289323992592,Pass,18,12,Kolkata,84.16897254412054,5,996,81,15.912542029283983,skincare,828,2347.8894529448617,Route B,Carrier C,7.3378396847785305,0,53,Supplier 5,Road
10d8e7e4-e125-58c9-9551-52c3ee0d6024,11,804.3323956345447,Non-binary,1.7018442811064447,Pass,18,14,Kolkata,90.46970861154743,5,996,82,14.67061762562437,skincare,828,2360.310009035067,Route B,Carrier C,7.880042600979608,2,51,Supplier 5,Road
beb25716-f8dd-5ac2-a35a-18a7e0994d85,11,808.9818734898557,Non-binary,1.6775774681244193,Pass,18,13,Kolkata,85.79608368357727,5,996,80,15.815783405276816,skincare,828,2333.1727929014573,Route B,Carrier C,9.173590601473126,4,49,Supplier 5,Road
67792738-0179-57d6-9454-98e5a81453f2,11,818.0165285606666,Non-binary,1.721047024946846,Pass,18,11,Kolkata,95.26593800154615,5,996,82,15.8963318687884,skincare,832,2312.149880700662,Route B,Carrier C,8.391579867395423,4,49,Supplier 5,Road
0acf2a93-9318-5bd8-8359-4984b002720d,11,801.9253850043312,Non-binary,1.7570266666976053,Pass,18,15,Kolkata,93.73741062885635,5,996,81,16.08294232592837,skincare,828,2329.616961709679,Route B,Carrier C,9.615726833090468,2,49,Supplier 5,Road
a3b84142-7bfd-53d9-9880-bb744115a507,11,799.585885078476,Non-binary,1.7147026355003332,Pass,18,11,Kolkata,98.51855778348668,5,996,78,17.308135458403783,skincare,831,2312.2073125224415,Route B,Carrier C,8.331675483281476,3,49,Supplier 5,Road
01c70902-bebc-5728-a2aa-ffd0fc494aaa,11,802.0584982302397,Non-binary,1.761974669550545,Pass,18,12,Kolkata,100.2365572999752,5,996,81,15.86176670487472,skincare,830,2367.2891246300383,Route B,Carrier C,8.106415183950016,3,50,Supplier 5,Road
ae342967-157a-5a54-bec1-83c7f47d8fab,11,813.4822632624791,Non-binary,1.7422131792355866,Pass,18,14,Kolkata,94.12548408238519,5,996,81,14.932849852561638,skincare,831,2349.3895477887772,Route B,Carrier C,9.431730775179425,4,50,Supplier 5,Road
e679e61e-a009-574f-bea2-02690256db1a,11,808.7532508446233,Non-binary,1.7500041254721381,Pass,18,13,Kolkata,89.26164178688506,5,996,80,14.842351929247894,skincare,830,2343.098770383969,Route B,Carrier C,6.912282686061412,3,52,Supplier 5,Road
19b8791a-82e2-54d5-bdb0-1483885e9e6d,11,801.8327638661514,Non-binary,1.6995828803353608,Pass,18,11,Kolkata,96.60333152500212,5,996,81,15.572620636530734,skincare,830,2359.7752154691666,Route B,Carrier C,8.597874997838709,0,49,Supplier 5,Road
e5bbc5bf-1a5a-5727-bfcc-1775ef1f9c27,11,810.2406427913639,Non-binary,1.7624497579589535,Pass,18,14,Kolkata,92.80183481653626,5,996,78,13.591295537107959,skincare,828,2283.878977886448,Route B,Carrier C,7.661888451000273,4,49,Supplier 5,Road
4317be1f-25d3-5778-9ddf-9f2c7ed44956,11,806.8857229130537,Non-binary,1.739937007553039,Pass,18,15,Kolkata,90.97529196044492,5,996,79,14.885089294657835,skincare,832,2344.6750966068703,Route B,Carrier C,9.556224070305836,3,49,Supplier 5,Road
acd00791-fd31-55f3-a25d-777153b901c8,11,813.9114557522687,Non-binary,1.7598977469605275,Pass,18,13,Kolkata,102.16396350119805,5,996,80,16.38424440911927,skincare,831,2300.4150970732544,Route B,Carrier C,8.736845701024118,3,50,Supplier 5,Road
2c6a2f46-907d-598d-bc9d-71d8d326865f,11,800.4439054040159,Non-binary,1.6883124489066081,Pass,18,15,Kolkata,87.39838728384929,5,996,79,14.435511200714005,skincare,828,2330.7966742420117,Route B,Carrier C,8.669814512708413,2,51,Supplier 5,Road
3ca74f2f-f913-5d54-b6ae-be56bdb405f0,11,803.4618827270687,Non-binary,1.7770466793815909,Pass,18,11,Kolkata,97.52796148444857,5,996,79,15.631428578526805,skincare,831,2323.700004709014,Route B,Carrier C,8.069316062118318,0,49,Supplier 5,Road
5eee0865-3eef-5e7f-8e4d-555ca08738e1,11,802.9423814204924,Non-binary,1.6993914210994554,Pass,18,14,Kolkata,93.79488485195839,5,996,82,15.665511954469244,skincare,832,2346.390656219851,Route B,Carrier C,10.048233376340205,0,51,Supplier 5,Road
02939ee0-163d-59b9-a896-e0b63cfee862,11,794.3057371998726,Non-binary,1.7085622438730625,Pass,18,14,Kolkata,89.53826244270891,5,996,78,16.396960178853984,skincare,829,2336.2847697623497,Route B,Carrier C,7.763995330749804,2,50,Supplier 5,Road
f4d9fbfc-24ec-547d-b66a-28079c596a60,11,808.4902126661632,Non-binary,1.7633935798356841,Pass,18,12,Kolkata,85.49446655818197,5,996,80,15.741783905990404,skincare,831,2362.320023406906,Route B,Carrier C,11.222830340258703,1,53,Supplier 5,Road
b5033382-9d21-53ce-b630-b4e3a1146d51,11,808.2075525475261,Non-binary,1.7047914076306174,Pass,18,11,Kolkata,95.06306726327409,5,996,79,16.18332888703976,skincare,831,2316.9357851068476,Route B,Carrier C,8.539738850164747,1,53,Supplier 5,Road
3686fa2d-1003-5130-a1a9-6f0a4e63df4d,11,806.1443974394084,Non-binary,1.810171425504975,Pass,18,13,Kolkata,89.4853217829241,5,996,82,14.754952039196874,skincare,828,2347.495016012014,Route B,Carrier C,8.59233295430113,0,51,Supplier 5,Road
6e34a7cd-9970-58c0-a006-084ef6d2947a,11,804.2121633663037,Non-binary,1.7498853745495033,Pass,18,15,Kolkata,88.44181965794593,5,996,82,14.314050896397621,skincare,831,2334.7471698009144,Route B,Carrier C,9.716741644238992,2,53,Supplier 5,Road
3c64bce0-4f00-54bc-a9fb-a2402a364b87,11,794.6938291749772,Non-binary,1.7564650722622732,Pass,18,15,Kolkata,99.0738437806299,5,996,80,15.27471850498244,skincare,830,2292.8477451316444,Route B,Carrier C,7.514617427461854,3,49,Supplier 5,Road
df2ad546-a4f0-51ac-b38c-88216742e553,11,802.7123423892527,Non-binary,1.7783910806704952,Pass,18,11,Kolkata,95.19576684446264,5,996,81,15.386586795636939,skincare,828,2309.553166591389,Route B,Carrier C,9.016808884466705,2,50,Supplier 5,Road
73abe0ce-d97c-5d7c-bee5-b8e6e6fe6a17,11,803.3405450947515,Non-binary,1.7327958466576312,Pass,18,14,Kolkata,105.98823371766149,5,996,81,16.565642335782282,skincare,829,2327.4721963856996,Route B,Carrier C,9.591059138986303,2,53,Supplier 5,Road
