image_name,shipment_id,container_id,class_id,confidence,bbox_x,bbox_y,bbox_w,bbox_h,bbox_area,detected_at,model_version
122_20220308T122829638Z_s00.mp4_7700.jpg,8cd6e018-bb07-4df8-99ef-f4c7d711b71e,CNT-5fd4960c-4fe2-4292-95d7-0b4a176cf05b,1,0.811,0.084722,0.582552,0.065741,0.024479,0.001609273939,2026-01-26 18:37:47.807882,yolo_v8
122_20220308T122829638Z_s00.mp4_7700.jpg,8cd6e018-bb07-4df8-99ef-f4c7d711b71e,CNT-5fd4960c-4fe2-4292-95d7-0b4a176cf05b,0,0.815,0.728704,0.30599,0.02963,0.160938,0.00476859294,2026-01-26 18:37:47.807884,yolo_v8
111_20220503T055850831Z_s00.mp4___950.jpg,36dff3bc-2f3d-4e21-a18e-236124f1abb3,CNT-d993324f-8e47-48d6-8449-0f7e0646dd8b,0,0.816,0.922222,0.326562,0.02963,0.107292,0.00317906196,2026-01-26 18:37:47.808060,yolo_v8
12_20210809T010801880Z_s01frame234172702187.jpg,3e59014a-0326-4f50-9efb-a77668f69403,CNT-2f48a75c-161a-4fe7-ac24-2a43364f2d1e,0,0.988,0.973611,0.461458,0.025,0.15625,0.00390625,2026-01-26 18:37:47.808265,yolo_v8
12_20210809T010801880Z_s01frame234172702187.jpg,3e59014a-0326-4f50-9efb-a77668f69403,CNT-2f48a75c-161a-4fe7-ac24-2a43364f2d1e,0,0.816,0.528241,0.329167,0.35463,0.022917,0.0081270557099999,2026-01-26 18:37:47.808267,yolo_v8
12_20210809T010801880Z_s01frame234172702187.jpg,3e59014a-0326-4f50-9efb-a77668f69403,CNT-2f48a75c-161a-4fe7-ac24-2a43364f2d1e,1,0.827,0.321296,0.648177,0.114815,0.018229,0.002092962635,2026-01-26 18:37:47.808269,yolo_v8
101_20220321T021439555Z_s00.mp4_10400.jpg,cb608661-5fe6-442a-b69b-c220af0dde18,CNT-ccf18109-f969-4c9e-8740-b50aa0efbc7f,1,0.771,0.477778,0.586458,0.127778,0.026042,0.003327594676,2026-01-26 18:37:47.808479,yolo_v8
101_20220321T021439555Z_s00.mp4_10400.jpg,cb608661-5fe6-442a-b69b-c220af0dde18,CNT-ccf18109-f969-4c9e-8740-b50aa0efbc7f,0,0.894,0.867593,0.257552,0.040741,0.229687,0.009357678067,2026-01-26 18:37:47.808481,yolo_v8
13_20220613T075146733Z_s00.mp4___700.jpg,b75a8ee8-fafe-4771-9179-8b1c0029f3a9,CNT-91ee4cad-f76a-4bf6-8cb4-f180547e23d2,0,0.94,0.412963,0.377083,0.035185,0.110417,0.003885022145,2026-01-26 18:37:47.808657,yolo_v8
13_20220613T075146733Z_s00.mp4___700.jpg,b75a8ee8-fafe-4771-9179-8b1c0029f3a9,CNT-91ee4cad-f76a-4bf6-8cb4-f180547e23d2,0,0.755,0.976389,0.359635,0.025,0.115104,0.0028776,2026-01-26 18:37:47.808659,yolo_v8
13_20220613T075146733Z_s00.mp4___700.jpg,b75a8ee8-fafe-4771-9179-8b1c0029f3a9,CNT-91ee4cad-f76a-4bf6-8cb4-f180547e23d2,1,0.812,0.277778,0.521094,0.064815,0.011979,0.000776418885,2026-01-26 18:37:47.808661,yolo_v8
13_20220613T075146733Z_s00.mp4___700.jpg,b75a8ee8-fafe-4771-9179-8b1c0029f3a9,CNT-91ee4cad-f76a-4bf6-8cb4-f180547e23d2,1,0.975,0.773611,0.500521,0.049074,0.016667,0.000817916358,2026-01-26 18:37:47.808662,yolo_v8
103_20220509T121021302Z_s00.mp4_33300.jpg,35de5d73-79a4-4056-b3b3-43a1e144da70,CNT-b46a1997-a17e-46d4-ba45-f6fe78ad5c2e,1,0.897,0.1375,0.498177,0.089815,0.024479,0.002198581385,2026-01-26 18:37:47.808905,yolo_v8
103_20220509T121021302Z_s00.mp4_33300.jpg,35de5d73-79a4-4056-b3b3-43a1e144da70,CNT-b46a1997-a17e-46d4-ba45-f6fe78ad5c2e,1,0.915,0.725926,0.479167,0.051852,0.019792,0.001026254784,2026-01-26 18:37:47.808907,yolo_v8
103_20220509T121021302Z_s00.mp4_33300.jpg,35de5d73-79a4-4056-b3b3-43a1e144da70,CNT-b46a1997-a17e-46d4-ba45-f6fe78ad5c2e,0,0.85,0.962963,0.290625,0.040741,0.145833,0.005941382253,2026-01-26 18:37:47.808912,yolo_v8
103_20220509T121021302Z_s00.mp4_33300.jpg,35de5d73-79a4-4056-b3b3-43a1e144da70,CNT-b46a1997-a17e-46d4-ba45-f6fe78ad5c2e,0,0.93,0.5,0.257031,0.057407,0.197396,0.0113319121719999,2026-01-26 18:37:47.808914,yolo_v8
119_20220411T120818304Z_s00.mp4_96200.jpg,93ce7130-80ec-41e1-9d81-4a827df3b7f4,CNT-f8d2098d-fc36-481a-817c-2fddf4e29bbf,0,0.919,0.938426,0.461458,0.056481,0.30625,0.01729730625,2026-01-26 18:37:47.810144,yolo_v8
114_20220509T012252444Z_s00.mp4_19500.jpg,4c134e9c-7445-40f0-8109-514a20b33235,CNT-a7c53ad7-07c1-4ddf-ad9d-4325b29b0a86,1,0.905,0.071296,0.584115,0.092593,0.024479,0.002266584047,2026-01-26 18:37:47.810360,yolo_v8
114_20220509T012252444Z_s00.mp4_19500.jpg,4c134e9c-7445-40f0-8109-514a20b33235,CNT-a7c53ad7-07c1-4ddf-ad9d-4325b29b0a86,0,0.924,0.497222,0.251042,0.035185,0.23125,0.00813653125,2026-01-26 18:37:47.810363,yolo_v8
121_20220503T061259983Z_s00.mp4___1450.jpg,005fee03-03d7-4aa4-8f84-8b13018b2877,CNT-bee7da59-5775-406d-879d-eca97a6de1a8,0,0.981,0.697685,0.238542,0.043519,0.133333,0.005802518827,2026-01-26 18:37:47.810567,yolo_v8
121_20220503T061259983Z_s00.mp4___1450.jpg,005fee03-03d7-4aa4-8f84-8b13018b2877,CNT-bee7da59-5775-406d-879d-eca97a6de1a8,1,0.807,0.606019,0.390104,0.062037,0.022917,0.001421701929,2026-01-26 18:37:47.810570,yolo_v8
137_20220504T121015290Z_s00.mp4___1600.jpg,e434755d-ec24-456f-9cfd-146ab0fab93d,CNT-98d93429-e73d-45b2-9d7e-4072efeb91a4,0,0.769,0.934259,0.360938,0.059259,0.23125,0.01370364375,2026-01-26 18:37:47.810747,yolo_v8
137_20220504T121015290Z_s00.mp4___1600.jpg,e434755d-ec24-456f-9cfd-146ab0fab93d,CNT-98d93429-e73d-45b2-9d7e-4072efeb91a4,1,0.831,0.5,0.663802,0.116667,0.021354,0.002491307118,2026-01-26 18:37:47.810750,yolo_v8
138_20220504T121116941Z_s00.mp4___300.jpg,d9f628f9-1576-4dc2-9dd7-f8b11f8c102e,CNT-4b7b7119-830b-4492-b6d2-50828c704323,0,0.942,0.821296,0.417708,0.074074,0.197917,0.014660503858,2026-01-26 18:37:47.810902,yolo_v8
12_20210526T020857725Z.jpg,b50dc0b1-ab6e-44b5-ba0e-abf6775eaf7e,CNT-3778b2c9-6acd-43ce-af5b-12cbbe6ca4cd,0,0.811,0.74375,0.299063,0.030833,0.184375,0.005684834375,2026-01-26 18:37:47.813351,yolo_v8
12_20210526T020857725Z.jpg,b50dc0b1-ab6e-44b5-ba0e-abf6775eaf7e,CNT-3778b2c9-6acd-43ce-af5b-12cbbe6ca4cd,1,0.834,0.750833,0.503437,0.083333,0.025625,0.002135408125,2026-01-26 18:37:47.813354,yolo_v8
135_20220504T120812003Z_s00.mp4___1350.jpg,b7197f2d-1763-4eb0-89cb-5769d7d9b12d,CNT-770a9f1e-b6d5-4c13-8d90-8f431bda6119,0,0.904,0.539352,0.344271,0.037963,0.23125,0.00877894375,2026-01-26 18:37:47.813491,yolo_v8
135_20220504T120812003Z_s00.mp4___1350.jpg,b7197f2d-1763-4eb0-89cb-5769d7d9b12d,CNT-770a9f1e-b6d5-4c13-8d90-8f431bda6119,1,0.982,0.110648,0.656771,0.117593,0.022917,0.002694878781,2026-01-26 18:37:47.813497,yolo_v8
124_20220616T123937567Z_s00.mp4___250.jpg,03326e8f-062b-4000-89ae-554792803e95,CNT-298f1a7b-11bf-4678-8f2b-93eb417cd7db,0,0.849,0.501389,0.398698,0.076852,0.254688,0.019573282176,2026-01-26 18:37:47.813742,yolo_v8
124_20220616T123937567Z_s00.mp4___250.jpg,03326e8f-062b-4000-89ae-554792803e95,CNT-298f1a7b-11bf-4678-8f2b-93eb417cd7db,1,0.904,0.371759,0.736458,0.112037,0.029167,0.003267783179,2026-01-26 18:37:47.813747,yolo_v8
10_20220315T112954515Z_s00.mp4_90600.jpg,e5acc88a-0afb-41aa-848c-feccd164f78b,CNT-99f65cd0-baff-4a2f-9d1f-8cab6ef85748,0,0.844,0.558333,0.305208,0.027778,0.183333,0.005092624074,2026-01-26 18:37:47.813950,yolo_v8
10_20220315T112954515Z_s00.mp4_90600.jpg,e5acc88a-0afb-41aa-848c-feccd164f78b,CNT-99f65cd0-baff-4a2f-9d1f-8cab6ef85748,1,0.803,0.201852,0.526563,0.081481,0.019792,0.001612671952,2026-01-26 18:37:47.813953,yolo_v8
119_20220509T012734528Z_s00.mp4_61200.jpg,4e09a421-2666-4689-8481-c2c32b941fd3,CNT-3fdf5317-7da5-48c5-b2a1-76fd9263f8d6,0,0.758,0.845833,0.282813,0.062037,0.228125,0.014152190625,2026-01-26 18:37:47.814129,yolo_v8
119_20220509T012734528Z_s00.mp4_61200.jpg,4e09a421-2666-4689-8481-c2c32b941fd3,CNT-3fdf5317-7da5-48c5-b2a1-76fd9263f8d6,1,0.829,0.544907,0.65599,0.136111,0.030729,0.004182554919,2026-01-26 18:37:47.814131,yolo_v8
14_20220428T012931844Z_s00.mp4_96300.jpg,ccc1dc0b-2118-4191-bfb3-0f6bd9f6fb6a,CNT-86daf807-29b5-47ea-98d5-975fc69afbeb,0,0.921,0.949074,0.273698,0.051852,0.203646,0.010559452392,2026-01-26 18:37:47.814235,yolo_v8
14_20220428T012931844Z_s00.mp4_96300.jpg,ccc1dc0b-2118-4191-bfb3-0f6bd9f6fb6a,CNT-86daf807-29b5-47ea-98d5-975fc69afbeb,0,0.779,0.788426,0.247917,0.073148,0.23125,0.016915475,2026-01-26 18:37:47.814238,yolo_v8
14_20220428T012931844Z_s00.mp4_96300.jpg,ccc1dc0b-2118-4191-bfb3-0f6bd9f6fb6a,CNT-86daf807-29b5-47ea-98d5-975fc69afbeb,1,0.961,0.856481,0.526563,0.111111,0.022917,0.002546330787,2026-01-26 18:37:47.814240,yolo_v8
11_20210722T015257794Z_s00frame217399976245.jpg,4976bf91-da2f-46df-8c38-ce7027297271,CNT-c6177184-fa6f-4340-9b98-9c3b060d76bd,0,0.854,0.963021,0.325926,0.013542,0.266667,0.003611204514,2026-01-26 18:37:47.814441,yolo_v8
11_20210722T015257794Z_s00frame217399976245.jpg,4976bf91-da2f-46df-8c38-ce7027297271,CNT-c6177184-fa6f-4340-9b98-9c3b060d76bd,0,0.786,0.453385,0.326852,0.016146,0.294444,0.004754092824,2026-01-26 18:37:47.814443,yolo_v8
11_20210722T015257794Z_s00frame217399976245.jpg,4976bf91-da2f-46df-8c38-ce7027297271,CNT-c6177184-fa6f-4340-9b98-9c3b060d76bd,1,0.915,0.831771,0.718519,0.04375,0.025926,0.0011342625,2026-01-26 18:37:47.814445,yolo_v8
102_20220506T114102736Z_s00.mp4_34200.jpg,c96e964c-18e3-4690-954e-290b76526732,CNT-498423ab-07f5-4955-ad6e-517512c13e5c,0,0.833,0.798148,0.255208,0.059259,0.234375,0.013888828125,2026-01-26 18:37:47.816059,yolo_v8
102_20220506T114102736Z_s00.mp4_34200.jpg,c96e964c-18e3-4690-954e-290b76526732,CNT-498423ab-07f5-4955-ad6e-517512c13e5c,1,0.78,0.4875,0.627604,0.163889,0.029167,0.004780150463,2026-01-26 18:37:47.816061,yolo_v8
