shipment_id,product_id,supplier_id,shipping_carrier,transportation_mode,route,shipping_cost,total_cost,shipping_time,shipped_at
c24a8dfe-88d2-47d7-88d2-e137f8e6c384,e99caacd-6c45-5906-bd9f-b79e62f25963,9c1b1209-2cf8-4019-b77a-5181be7cd227,Carrier B,Road,Route B,2.94,186.87,2,2026-01-24
520c5562-4f1e-4170-b028-f6a82588e776,e99caacd-6c45-5906-bd9f-b79e62f25963,7650731a-4c80-4e01-95a2-ae10fd2fe64c,Carrier B,Road,Route B,2.94,186.87,2,2026-01-24
3ae2a77d-5968-4b0f-9b29-904cf62daadb,e99caacd-6c45-5906-bd9f-b79e62f25963,50472e9a-f245-497b-b7c0-b0381de65bff,Carrier B,Road,Route B,2.94,186.87,2,2026-01-24
fea1a725-f376-4218-b9a1-38d281e00c19,e99caacd-6c45-5906-bd9f-b79e62f25963,41d4c0c9-0bad-440f-83c4-de2058446713,Carrier B,Road,Route B,2.94,186.87,2,2026-01-24
c8cb3037-3dcf-4205-bbae-7c8129050df1,e4d80b30-151e-51b5-9f4f-18a3b82718e6,c17fc11e-91da-476f-bd7a-741693381136,Carrier B,Road,Route B,3.09,188.77,6,2026-01-24
1a35ebb9-bef5-44ab-b67b-a2dbfb8fc0a6,e4d80b30-151e-51b5-9f4f-18a3b82718e6,9c1b1209-2cf8-4019-b77a-5181be7cd227,Carrier B,Road,Route B,3.09,188.77,6,2026-01-24
094a7c62-c57c-479a-89c1-667d575bac74,e4d80b30-151e-51b5-9f4f-18a3b82718e6,7650731a-4c80-4e01-95a2-ae10fd2fe64c,Carrier B,Road,Route B,3.09,188.77,6,2026-01-24
57974a28-288f-4a64-95ca-bb48feb8ed57,e4d80b30-151e-51b5-9f4f-18a3b82718e6,50472e9a-f245-497b-b7c0-b0381de65bff,Carrier B,Road,Route B,3.09,188.77,6,2026-01-24
b9737631-3af8-4c54-b29a-74e76d062c5f,e4d80b30-151e-51b5-9f4f-18a3b82718e6,41d4c0c9-0bad-440f-83c4-de2058446713,Carrier B,Road,Route B,3.09,188.77,6,2026-01-24
7370d078-a000-4ee4-ba30-3a965756fb70,0159d6c7-973f-5e7a-a9a0-d195d0ea6fe2,c17fc11e-91da-476f-bd7a-741693381136,Carrier B,Road,Route B,2.87,186.88,5,2026-01-24
cc424ad9-94c4-406c-a85a-a07110960306,0159d6c7-973f-5e7a-a9a0-d195d0ea6fe2,9c1b1209-2cf8-4019-b77a-5181be7cd227,Carrier B,Road,Route B,2.87,186.88,5,2026-01-24
d0de6d52-f50c-4cdd-bac2-ae2fe2f59524,0159d6c7-973f-5e7a-a9a0-d195d0ea6fe2,7650731a-4c80-4e01-95a2-ae10fd2fe64c,Carrier B,Road,Route B,2.87,186.88,5,2026-01-24
036a4113-79c8-4f4a-8ea7-eebe69de14be,0159d6c7-973f-5e7a-a9a0-d195d0ea6fe2,50472e9a-f245-497b-b7c0-b0381de65bff,Carrier B,Road,Route B,2.87,186.88,5,2026-01-24
fb7217d4-3e50-49bb-aefe-1402dd8c2bc6,0159d6c7-973f-5e7a-a9a0-d195d0ea6fe2,41d4c0c9-0bad-440f-83c4-de2058446713,Carrier B,Road,Route B,2.87,186.88,5,2026-01-24
bf046423-d395-4109-8431-e03a6ac08bf5,7fef88f7-411d-5669-b42d-bf5fc7f9b58b,c17fc11e-91da-476f-bd7a-741693381136,Carrier B,Road,Route B,2.71,186.88,2,2026-01-24
89481db6-fcd7-48ab-9baf-668fb8088418,7fef88f7-411d-5669-b42d-bf5fc7f9b58b,9c1b1209-2cf8-4019-b77a-5181be7cd227,Carrier B,Road,Route B,2.71,186.88,2,2026-01-24
ea30ffed-5108-4cb9-8979-23c257d89e81,7fef88f7-411d-5669-b42d-bf5fc7f9b58b,7650731a-4c80-4e01-95a2-ae10fd2fe64c,Carrier B,Road,Route B,2.71,186.88,2,2026-01-24
478d6951-9695-46c4-a1f1-f0c2a850ea26,7fef88f7-411d-5669-b42d-bf5fc7f9b58b,50472e9a-f245-497b-b7c0-b0381de65bff,Carrier B,Road,Route B,2.71,186.88,2,2026-01-24
6193f637-0394-4d65-bb97-92a0bbbb406c,7fef88f7-411d-5669-b42d-bf5fc7f9b58b,41d4c0c9-0bad-440f-83c4-de2058446713,Carrier B,Road,Route B,2.71,186.88,2,2026-01-24
8186337b-da06-4f50-bd43-2e00b4a5cee1,52524d6e-10dc-5261-aa36-8b2efcbaa5f0,c17fc11e-91da-476f-bd7a-741693381136,Carrier B,Road,Route B,2.63,188.21,4,2026-01-24
2aafd91e-f885-4013-82d4-1c8ed06a2826,52524d6e-10dc-5261-aa36-8b2efcbaa5f0,9c1b1209-2cf8-4019-b77a-5181be7cd227,Carrier B,Road,Route B,2.63,188.21,4,2026-01-24
3901e5ce-3f89-4010-b71a-4de2baf2ebf3,52524d6e-10dc-5261-aa36-8b2efcbaa5f0,7650731a-4c80-4e01-95a2-ae10fd2fe64c,Carrier B,Road,Route B,2.63,188.21,4,2026-01-24
3cae5fdc-9f24-4968-9775-ce2c731dc2d2,52524d6e-10dc-5261-aa36-8b2efcbaa5f0,50472e9a-f245-497b-b7c0-b0381de65bff,Carrier B,Road,Route B,2.63,188.21,4,2026-01-24
1bccef73-5dde-4534-92ac-44c43814fdf4,52524d6e-10dc-5261-aa36-8b2efcbaa5f0,41d4c0c9-0bad-440f-83c4-de2058446713,Carrier B,Road,Route B,2.63,188.21,4,2026-01-24
4b516484-ebfb-4b9c-a486-c6cc221cce6d,91c274f2-9a0d-5ce6-ac3d-7529f452df21,c17fc11e-91da-476f-bd7a-741693381136,Carrier B,Road,Route B,2.71,184.16,4,2026-01-24
a4e5a8ae-1e5d-4152-998f-ab18bfbf64e4,91c274f2-9a0d-5ce6-ac3d-7529f452df21,9c1b1209-2cf8-4019-b77a-5181be7cd227,Carrier B,Road,Route B,2.71,184.16,4,2026-01-24
8a1b5b14-a844-4bc4-bbc4-fdb4e2b24495,91c274f2-9a0d-5ce6-ac3d-7529f452df21,7650731a-4c80-4e01-95a2-ae10fd2fe64c,Carrier B,Road,Route B,2.71,184.16,4,2026-01-24
8a394942-e6b8-4c5b-84a8-74249b252943,91c274f2-9a0d-5ce6-ac3d-7529f452df21,50472e9a-f245-497b-b7c0-b0381de65bff,Carrier B,Road,Route B,2.71,184.16,4,2026-01-24
4f979264-a090-4178-a59d-19d69f99f9d0,91c274f2-9a0d-5ce6-ac3d-7529f452df21,41d4c0c9-0bad-440f-83c4-de2058446713,Carrier B,Road,Route B,2.71,184.16,4,2026-01-24
2c778eed-c198-4827-8162-e55922aac8b7,0ff1e264-520d-543a-87dd-181a491e667e,c17fc11e-91da-476f-bd7a-741693381136,Carrier B,Road,Route B,2.74,184.51,2,2026-01-24
2fd72e72-c6c0-484b-82bf-db56d6433a9f,0ff1e264-520d-543a-87dd-181a491e667e,9c1b1209-2cf8-4019-b77a-5181be7cd227,Carrier B,Road,Route B,2.74,184.51,2,2026-01-24
c2228620-15f7-4ccb-bdb3-431ca1a89e0b,0ff1e264-520d-543a-87dd-181a491e667e,7650731a-4c80-4e01-95a2-ae10fd2fe64c,Carrier B,Road,Route B,2.74,184.51,2,2026-01-24
437b8ea1-fa5b-439c-8f8c-d445dea84ac6,0ff1e264-520d-543a-87dd-181a491e667e,50472e9a-f245-497b-b7c0-b0381de65bff,Carrier B,Road,Route B,2.74,184.51,2,2026-01-24
6af30519-2992-400e-9e06-d7f085d13328,0ff1e264-520d-543a-87dd-181a491e667e,41d4c0c9-0bad-440f-83c4-de2058446713,Carrier B,Road,Route B,2.74,184.51,2,2026-01-24
160ad73a-faa7-4cd5-a68d-7c351a0c30a1,23986425-d3a5-5e13-8bab-299745777a8d,c17fc11e-91da-476f-bd7a-741693381136,Carrier B,Road,Route B,2.69,186.7,2,2026-01-24
03120a8f-db30-417b-8aa0-d7b3e56f23c7,23986425-d3a5-5e13-8bab-299745777a8d,9c1b1209-2cf8-4019-b77a-5181be7cd227,Carrier B,Road,Route B,2.69,186.7,2,2026-01-24
e8e84eca-0f3a-416d-89a6-d467ba628b4d,23986425-d3a5-5e13-8bab-299745777a8d,7650731a-4c80-4e01-95a2-ae10fd2fe64c,Carrier B,Road,Route B,2.69,186.7,2,2026-01-24
4dabe7ee-e68f-470e-817b-2e7365588600,23986425-d3a5-5e13-8bab-299745777a8d,50472e9a-f245-497b-b7c0-b0381de65bff,Carrier B,Road,Route B,2.69,186.7,2,2026-01-24
6fd70ba8-cd69-4154-9c01-bd5074dba5bd,23986425-d3a5-5e13-8bab-299745777a8d,41d4c0c9-0bad-440f-83c4-de2058446713,Carrier B,Road,Route B,2.69,186.7,2,2026-01-24
6e5c10b1-1d7c-4fa9-afc8-4f386241da98,c15b38c9-9a3e-543c-a703-dd742f25b4d5,c17fc11e-91da-476f-bd7a-741693381136,Carrier B,Road,Route B,2.39,185.85,3,2026-01-24
4d881478-33aa-4daf-b967-036a4e40c6fb,c15b38c9-9a3e-543c-a703-dd742f25b4d5,9c1b1209-2cf8-4019-b77a-5181be7cd227,Carrier B,Road,Route B,2.39,185.85,3,2026-01-24
44157ba9-9d38-4e5f-97aa-5941b7470b24,c15b38c9-9a3e-543c-a703-dd742f25b4d5,7650731a-4c80-4e01-95a2-ae10fd2fe64c,Carrier B,Road,Route B,2.39,185.85,3,2026-01-24
74fb0a37-5717-43b6-8917-2eca39afcca4,c15b38c9-9a3e-543c-a703-dd742f25b4d5,50472e9a-f245-497b-b7c0-b0381de65bff,Carrier B,Road,Route B,2.39,185.85,3,2026-01-24
7352520d-48fe-43be-a9e4-9c337ea57b91,c15b38c9-9a3e-543c-a703-dd742f25b4d5,41d4c0c9-0bad-440f-83c4-de2058446713,Carrier B,Road,Route B,2.39,185.85,3,2026-01-24
bd0cb2ec-a987-49d8-96fb-2ebd9123bc79,db680066-c83d-5ed7-89a4-1d79466ea62d,c17fc11e-91da-476f-bd7a-741693381136,Carrier B,Road,Route B,2.65,188.34,5,2026-01-24
7ee20613-4a32-4c35-9ebb-eb161e9f5c2a,db680066-c83d-5ed7-89a4-1d79466ea62d,9c1b1209-2cf8-4019-b77a-5181be7cd227,Carrier B,Road,Route B,2.65,188.34,5,2026-01-24
bbc7d002-5d4c-4a0b-8372-14e0a9ebc76a,db680066-c83d-5ed7-89a4-1d79466ea62d,7650731a-4c80-4e01-95a2-ae10fd2fe64c,Carrier B,Road,Route B,2.65,188.34,5,2026-01-24
ce771ee1-4279-430b-a4e2-aed5b56633db,db680066-c83d-5ed7-89a4-1d79466ea62d,50472e9a-f245-497b-b7c0-b0381de65bff,Carrier B,Road,Route B,2.65,188.34,5,2026-01-24
686cd715-2c9a-476f-81cd-da2583fcbbbe,db680066-c83d-5ed7-89a4-1d79466ea62d,41d4c0c9-0bad-440f-83c4-de2058446713,Carrier B,Road,Route B,2.65,188.34,5,2026-01-24
20de1648-7680-491e-ab24-e3c867543fd3,cadb7952-2bba-5609-88d4-8e47ec4e7920,c17fc11e-91da-476f-bd7a-741693381136,Carrier B,Road,Route B,2.66,186.05,6,2026-01-24
1a0595bc-92de-4a2b-bbd9-660bbd2a352c,cadb7952-2bba-5609-88d4-8e47ec4e7920,9c1b1209-2cf8-4019-b77a-5181be7cd227,Carrier B,Road,Route B,2.66,186.05,6,2026-01-24
13991a23-771b-43ac-b6cc-caa7ec1adfca,cadb7952-2bba-5609-88d4-8e47ec4e7920,7650731a-4c80-4e01-95a2-ae10fd2fe64c,Carrier B,Road,Route B,2.66,186.05,6,2026-01-24
58ffe1ea-efb8-4785-aa8a-23a3b636df36,cadb7952-2bba-5609-88d4-8e47ec4e7920,50472e9a-f245-497b-b7c0-b0381de65bff,Carrier B,Road,Route B,2.66,186.05,6,2026-01-24
50d44167-e565-4b62-b0fe-3b0e88e056b2,cadb7952-2bba-5609-88d4-8e47ec4e7920,41d4c0c9-0bad-440f-83c4-de2058446713,Carrier B,Road,Route B,2.66,186.05,6,2026-01-24
d8719957-2689-4c6d-98a5-977a6ea71a7a,35140057-a2a4-5adb-a500-46f8ed8b66a9,c17fc11e-91da-476f-bd7a-741693381136,Carrier B,Road,Route B,2.92,185.1,5,2026-01-24
e1a5a683-168d-402c-9484-8d9323dda72b,35140057-a2a4-5adb-a500-46f8ed8b66a9,9c1b1209-2cf8-4019-b77a-5181be7cd227,Carrier B,Road,Route B,2.92,185.1,5,2026-01-24
06aeea46-25c9-47ca-a234-45608bb6b592,35140057-a2a4-5adb-a500-46f8ed8b66a9,7650731a-4c80-4e01-95a2-ae10fd2fe64c,Carrier B,Road,Route B,2.92,185.1,5,2026-01-24
ddb5ad50-198f-4892-b210-291747cd81b4,35140057-a2a4-5adb-a500-46f8ed8b66a9,50472e9a-f245-497b-b7c0-b0381de65bff,Carrier B,Road,Route B,2.92,185.1,5,2026-01-24
6000a205-9544-4978-8cb5-6fbc53a954de,35140057-a2a4-5adb-a500-46f8ed8b66a9,41d4c0c9-0bad-440f-83c4-de2058446713,Carrier B,Road,Route B,2.92,185.1,5,2026-01-24
f580d6eb-ceda-4118-8082-7408da5cfac5,66e549b7-01e2-5d07-98d5-430f74d8d3b2,c17fc11e-91da-476f-bd7a-741693381136,Carrier B,Road,Route B,3.26,190.5,3,2026-01-24
eca1685c-097a-4f0e-bc2d-2023aff02e6d,66e549b7-01e2-5d07-98d5-430f74d8d3b2,9c1b1209-2cf8-4019-b77a-5181be7cd227,Carrier B,Road,Route B,3.26,190.5,3,2026-01-24
b8538d5f-b2a0-4731-b78d-703ba862c069,66e549b7-01e2-5d07-98d5-430f74d8d3b2,7650731a-4c80-4e01-95a2-ae10fd2fe64c,Carrier B,Road,Route B,3.26,190.5,3,2026-01-24
38c907df-399e-4f90-99cd-64043837f9d9,66e549b7-01e2-5d07-98d5-430f74d8d3b2,50472e9a-f245-497b-b7c0-b0381de65bff,Carrier B,Road,Route B,3.26,190.5,3,2026-01-24
439eef66-45c7-44d1-ac89-f3b7052ad956,66e549b7-01e2-5d07-98d5-430f74d8d3b2,41d4c0c9-0bad-440f-83c4-de2058446713,Carrier B,Road,Route B,3.26,190.5,3,2026-01-24
c11ac8ba-4de0-4513-a462-081d4c984e93,292c8e99-2378-55aa-83d8-350e0ac3f1cc,c17fc11e-91da-476f-bd7a-741693381136,Carrier B,Road,Route B,3.55,187.33,2,2026-01-24
592b9ea1-fedf-40fb-919c-dff42a115c78,292c8e99-2378-55aa-83d8-350e0ac3f1cc,9c1b1209-2cf8-4019-b77a-5181be7cd227,Carrier B,Road,Route B,3.55,187.33,2,2026-01-24
347a83ab-006a-44c2-8607-e8e44f490b60,292c8e99-2378-55aa-83d8-350e0ac3f1cc,7650731a-4c80-4e01-95a2-ae10fd2fe64c,Carrier B,Road,Route B,3.55,187.33,2,2026-01-24
5fb75a88-c493-49e1-ab81-1e5a54e7057e,292c8e99-2378-55aa-83d8-350e0ac3f1cc,50472e9a-f245-497b-b7c0-b0381de65bff,Carrier B,Road,Route B,3.55,187.33,2,2026-01-24
a29f9382-8628-43f0-a375-47899795dfef,292c8e99-2378-55aa-83d8-350e0ac3f1cc,41d4c0c9-0bad-440f-83c4-de2058446713,Carrier B,Road,Route B,3.55,187.33,2,2026-01-24
8833d51a-c0d4-4969-957b-fae4f2a29808,0e3b230a-0509-55d8-96a0-9875f387a2be,c17fc11e-91da-476f-bd7a-741693381136,Carrier B,Road,Route B,3.06,187.88,5,2026-01-24
8024105e-44db-4591-a94e-6b97344fd471,0e3b230a-0509-55d8-96a0-9875f387a2be,9c1b1209-2cf8-4019-b77a-5181be7cd227,Carrier B,Road,Route B,3.06,187.88,5,2026-01-24
e7c9fea8-07c1-4b47-aca8-a37db188761d,0e3b230a-0509-55d8-96a0-9875f387a2be,7650731a-4c80-4e01-95a2-ae10fd2fe64c,Carrier B,Road,Route B,3.06,187.88,5,2026-01-24
a0bab6a5-fb77-444d-b183-7c05933694dd,0e3b230a-0509-55d8-96a0-9875f387a2be,50472e9a-f245-497b-b7c0-b0381de65bff,Carrier B,Road,Route B,3.06,187.88,5,2026-01-24
2cb04c84-9b2d-4ce9-b02d-dbf2d469568f,0e3b230a-0509-55d8-96a0-9875f387a2be,41d4c0c9-0bad-440f-83c4-de2058446713,Carrier B,Road,Route B,3.06,187.88,5,2026-01-24
ee12ca5c-f3ff-43c9-9fe1-1224401f912d,4c507660-a83b-55c0-9b2b-83eccb07723d,c17fc11e-91da-476f-bd7a-741693381136,Carrier B,Road,Route B,3.3,185.08,3,2026-01-24
d8a64edd-4abd-48d9-ac1d-6452a3c6eac9,4c507660-a83b-55c0-9b2b-83eccb07723d,9c1b1209-2cf8-4019-b77a-5181be7cd227,Carrier B,Road,Route B,3.3,185.08,3,2026-01-24
0362be88-17ab-4c6a-b691-01eefa6ba072,4c507660-a83b-55c0-9b2b-83eccb07723d,7650731a-4c80-4e01-95a2-ae10fd2fe64c,Carrier B,Road,Route B,3.3,185.08,3,2026-01-24
9538ec91-02a4-49b5-b4ec-d246022fe2a3,4c507660-a83b-55c0-9b2b-83eccb07723d,50472e9a-f245-497b-b7c0-b0381de65bff,Carrier B,Road,Route B,3.3,185.08,3,2026-01-24
dcf9055d-c11e-426d-88b8-44a37826bdf5,4c507660-a83b-55c0-9b2b-83eccb07723d,41d4c0c9-0bad-440f-83c4-de2058446713,Carrier B,Road,Route B,3.3,185.08,3,2026-01-24
39905c15-4167-4cf8-b9d6-01d79a505c26,a1b9b633-da11-58be-b1a9-5cfa2848f186,c17fc11e-91da-476f-bd7a-741693381136,Carrier B,Road,Route B,3.24,186.73,2,2026-01-24
05ef2b42-fe85-4bde-adfe-535ca5bf27b0,a1b9b633-da11-58be-b1a9-5cfa2848f186,9c1b1209-2cf8-4019-b77a-5181be7cd227,Carrier B,Road,Route B,3.24,186.73,2,2026-01-24
aeb1198e-ef82-4eeb-a7f1-b09ca40ac480,a1b9b633-da11-58be-b1a9-5cfa2848f186,7650731a-4c80-4e01-95a2-ae10fd2fe64c,Carrier B,Road,Route B,3.24,186.73,2,2026-01-24
283860c8-7946-405f-aa1b-bd750c549731,a1b9b633-da11-58be-b1a9-5cfa2848f186,50472e9a-f245-497b-b7c0-b0381de65bff,Carrier B,Road,Route B,3.24,186.73,2,2026-01-24
43185fab-765f-4d51-a4c5-a6cddabf2452,a1b9b633-da11-58be-b1a9-5cfa2848f186,41d4c0c9-0bad-440f-83c4-de2058446713,Carrier B,Road,Route B,3.24,186.73,2,2026-01-24
fa214abc-8168-4ad2-86dc-7135981572c6,c2708a8b-120a-56f5-a30d-990048af87cc,c17fc11e-91da-476f-bd7a-741693381136,Carrier B,Road,Route B,3.75,187.96,6,2026-01-24
