shipment_id,total_detections,avg_confidence,total_damage_area,dent_count,defect_rate,is_high_risk,shipment_id,product_id,supplier_id,shipping_carrier,transportation_mode,route,shipping_cost,total_cost,shipping_time,shipped_at
b7e9b023-ac53-454b-a484-b488375e75c6,2,0.8925,0.00885125625,0,4.71868229149806,1,b7e9b023-ac53-454b-a484-b488375e75c6,c5a21254-71c0-557d-84d0-e075d9bee976,27415fea-7f99-4659-89b0-5ff57dc2ef2b,Carrier A,Road,Route B,10.47,510.94,2,2026-01-24
85247357-ba0a-45b7-9704-5df569bc448f,3,0.8826666666666667,0.0147676198879999,0,1.6775774681244193,1,85247357-ba0a-45b7-9704-5df569bc448f,beb25716-f8dd-5ac2-a35a-18a7e0994d85,caf73216-f97b-4a38-bcfe-82b533750171,Carrier C,Road,Route B,9.17,808.98,4,2026-01-24
c7e6fd09-ec7d-46da-98e2-335f4de4605e,4,0.8955000000000001,0.045850275135,0,1.7422131792355866,1,c7e6fd09-ec7d-46da-98e2-335f4de4605e,ae342967-157a-5a54-bec1-83c7f47d8fab,5851b929-d1da-42ae-8e9a-03fb1a00dc5e,Carrier C,Road,Route B,9.43,813.48,4,2026-01-24
9eb393a9-e5bd-4c25-9543-669f6efb78f0,2,0.8775,0.009918980845,0,1.7500041254721381,1,9eb393a9-e5bd-4c25-9543-669f6efb78f0,e679e61e-a009-574f-bea2-02690256db1a,ecb7a2bc-fbfc-406e-b751-6a59316aa397,Carrier C,Road,Route B,6.91,808.75,3,2026-01-24
afee1020-6a32-4a27-9ee9-26cf46865c7f,4,0.8155,0.010008806875,0,1.739937007553039,1,afee1020-6a32-4a27-9ee9-26cf46865c7f,4317be1f-25d3-5778-9ddf-9f2c7ed44956,e44a9bb4-20e3-4529-9eac-98b876326ef7,Carrier C,Road,Route B,9.56,806.89,3,2026-01-24
a02ae972-13fd-4fd2-8a43-643a391c484c,2,0.875,0.0316699935569999,0,1.6883124489066081,1,a02ae972-13fd-4fd2-8a43-643a391c484c,2c6a2f46-907d-598d-bc9d-71d8d326865f,5851b929-d1da-42ae-8e9a-03fb1a00dc5e,Carrier C,Road,Route B,8.67,800.44,2,2026-01-24
d7037381-02a0-46a7-bc75-d2deab7a8298,4,0.837,0.023985565876000002,0,1.7633935798356841,1,d7037381-02a0-46a7-bc75-d2deab7a8298,f4d9fbfc-24ec-547d-b66a-28079c596a60,e44a9bb4-20e3-4529-9eac-98b876326ef7,Carrier C,Road,Route B,11.22,808.49,1,2026-01-24
a1e33464-973f-4f64-8590-6a7925fe4fa0,1,0.75,0.0057026425539999,0,1.7564650722622732,1,a1e33464-973f-4f64-8590-6a7925fe4fa0,3c64bce0-4f00-54bc-a9fb-a2402a364b87,5851b929-d1da-42ae-8e9a-03fb1a00dc5e,Carrier C,Road,Route B,7.51,794.69,3,2026-01-24
8a4ffdf0-ed52-407e-a159-f86553f9beaf,4,0.857,0.0312238228589999,0,1.6943961254120934,1,8a4ffdf0-ed52-407e-a159-f86553f9beaf,dddd9632-2f62-529d-aa08-fcb37c695039,e2d8c30a-ea6f-4892-a36d-ae71c406cd7c,Carrier C,Road,Route B,8.8,821.31,1,2026-01-24
0a6ec202-c979-429f-9337-bdcbc426c071,2,0.813,0.008088307195,0,1.6943961254120934,1,0a6ec202-c979-429f-9337-bdcbc426c071,dddd9632-2f62-529d-aa08-fcb37c695039,e44a9bb4-20e3-4529-9eac-98b876326ef7,Carrier C,Road,Route B,8.8,821.31,1,2026-01-24
af2d850d-05f5-4e31-addf-55add52ae7fb,2,0.835,0.007712233642000001,0,1.7729799973436746,1,af2d850d-05f5-4e31-addf-55add52ae7fb,daa63f9d-c771-52fe-9a75-12b643d6c0f1,caf73216-f97b-4a38-bcfe-82b533750171,Carrier C,Road,Route B,9.77,805.89,4,2026-01-24
378541ed-c908-416e-8f49-5cd7bf36b998,1,0.759,0.009047085108,0,1.693525102418638,1,378541ed-c908-416e-8f49-5cd7bf36b998,3428207e-bf16-539d-bee7-481226dfcb16,caf73216-f97b-4a38-bcfe-82b533750171,Carrier C,Road,Route B,6.11,806.59,3,2026-01-24
289ca751-7220-4936-a98c-828bc6a24a47,2,0.8799999999999999,0.017378102392,0,0.021639230161619716,0,289ca751-7220-4936-a98c-828bc6a24a47,46c64717-ad5a-5bf5-8273-e5588aa0ee1b,1a2af8bd-569d-40d8-a88f-3fe252b3fe72,Carrier A,Air,Route A,4.46,128.5,1,2026-01-24
80994dd1-889c-404a-aab3-585b49d4e3aa,2,0.869,0.0040880679589999,0,0.02157988030602485,0,80994dd1-889c-404a-aab3-585b49d4e3aa,37813542-0dca-5a8a-b2a2-b69c2d45583f,78f7bced-cc7f-42ca-97ca-454196333805,Carrier A,Air,Route A,4.11,124.95,1,2026-01-24
7ed913b6-f6c7-4ea8-a84e-3842812a9f6b,2,0.9550000000000001,0.009569902855,0,0.02185266676179615,0,7ed913b6-f6c7-4ea8-a84e-3842812a9f6b,7099c1e0-efdc-54e4-93b7-b6ecd3612deb,1a2af8bd-569d-40d8-a88f-3fe252b3fe72,Carrier A,Air,Route A,4.94,125.47,1,2026-01-24
a6b46823-99fc-4594-b36e-6e60fdd30959,2,0.84,0.0187775938079999,0,0.021357081838594458,0,a6b46823-99fc-4594-b36e-6e60fdd30959,7110587b-e023-511f-81a8-648b5ac25565,873c9449-d481-48b2-a919-c25c11cad973,Carrier A,Air,Route A,4.96,126.81,0,2026-01-24
b55dbaa8-3418-4e5b-af67-519ac9057c6a,2,0.879,0.023238511034,0,0.020154447685998927,0,b55dbaa8-3418-4e5b-af67-519ac9057c6a,733e8fc5-b7c8-56aa-b8c6-9d06d7fe7135,a66cafe0-8b7a-4f89-b295-9a69e08b7748,Carrier A,Air,Route A,4.18,126.31,0,2026-01-24
9ac83557-4275-49e4-b4aa-7a7a68bedabb,4,0.91325,0.014687169173999998,0,0.021235909634016507,0,9ac83557-4275-49e4-b4aa-7a7a68bedabb,d8b85fe3-e2aa-52f9-80fa-10ecf946fead,1a2af8bd-569d-40d8-a88f-3fe252b3fe72,Carrier A,Air,Route A,4.22,127.01,0,2026-01-24
110db8cc-8130-4cf0-a192-fa8475b4188e,3,0.8406666666666666,0.013981898013,0,0.021218187066575894,0,110db8cc-8130-4cf0-a192-fa8475b4188e,57116c35-e49b-50b9-b36f-df793733eb60,1a2af8bd-569d-40d8-a88f-3fe252b3fe72,Carrier A,Air,Route A,5.28,127.71,0,2026-01-24
7ea0dfc4-4a41-4d33-98ee-244b2e566a19,2,0.8979999999999999,0.0099103348379999,0,0.02136173598309379,0,7ea0dfc4-4a41-4d33-98ee-244b2e566a19,78a31a7e-ddca-50bc-a5ba-53192c4428a1,a66cafe0-8b7a-4f89-b295-9a69e08b7748,Carrier A,Air,Route A,4.84,125.16,0,2026-01-24
756ecfeb-0388-4f1f-8e0f-ff6245963d7f,2,0.881,0.007115163367999999,0,0.02136173598309379,0,756ecfeb-0388-4f1f-8e0f-ff6245963d7f,78a31a7e-ddca-50bc-a5ba-53192c4428a1,78f7bced-cc7f-42ca-97ca-454196333805,Carrier A,Air,Route A,4.84,125.16,0,2026-01-24
ad580d64-4cf8-4011-bcc5-520731a6c4a0,3,0.8456666666666667,0.026861494347999903,0,0.021190818375657422,0,ad580d64-4cf8-4011-bcc5-520731a6c4a0,ba3b9707-7ffa-5376-840f-302816944395,5e8912a0-2a51-4bda-8181-2ae3b29e5bc6,Carrier A,Air,Route A,5.21,127.38,0,2026-01-24
cbd4e928-db4a-43cc-be76-1fe3736b4d18,3,0.8726666666666666,0.0178572879629999,0,2.1213907501803977,1,cbd4e928-db4a-43cc-be76-1fe3736b4d18,dd31b3e1-cea1-5166-8984-5170e44bf712,74eae513-133d-4bae-8f96-1914e2d5bf15,Carrier A,Road,Route B,1.26,404.63,3,2026-01-24
272bd278-d5fe-4fe0-8e91-1f23ea639ad0,2,0.8545,0.011464582446,0,2.082945479379787,1,272bd278-d5fe-4fe0-8e91-1f23ea639ad0,c4249cfa-d77f-51df-9227-5d795af232ae,f0840541-582b-4cd7-8e4b-675d14885b1d,Carrier A,Road,Route B,1.63,402.66,4,2026-01-24
00b68863-a1ad-48d9-8c15-fad377595a15,1,0.812,0.006901110764,0,2.2064231077805005,1,00b68863-a1ad-48d9-8c15-fad377595a15,b83bfcfa-6ab9-5c4b-b3c8-aa10bff96c03,4343537b-872f-4caa-afdd-49450a6adc91,Carrier A,Road,Route B,1.18,404.34,3,2026-01-24
9885027b-c2c4-4ae7-8bd3-c8d951530e1e,3,0.8936666666666667,0.0228245078509999,0,2.1453121987759056,1,9885027b-c2c4-4ae7-8bd3-c8d951530e1e,42f48fd5-a756-5720-92b7-332df0af3d0a,74eae513-133d-4bae-8f96-1914e2d5bf15,Carrier A,Road,Route B,1.69,413.93,4,2026-01-24
f9269b30-7fbd-4ad0-a732-b98d677bea3d,3,0.858,0.028709025598000003,0,2.1647115743945946,1,f9269b30-7fbd-4ad0-a732-b98d677bea3d,4b911258-886d-5620-a5d2-e6f2c2bddedf,74eae513-133d-4bae-8f96-1914e2d5bf15,Carrier A,Road,Route B,1.42,399.51,6,2026-01-24
e25c83a8-c118-470f-b0ea-add0e90db2c8,2,0.8280000000000001,0.0194715577159999,0,2.1938114552314403,1,e25c83a8-c118-470f-b0ea-add0e90db2c8,940cfd96-0205-5baf-a776-da89f5825910,f0840541-582b-4cd7-8e4b-675d14885b1d,Carrier A,Road,Route B,1.45,404.91,4,2026-01-24
288a11de-fa07-4056-bdc5-85c9d7d51c78,3,0.8816666666666667,0.012872322607999899,0,2.1596783094059906,1,288a11de-fa07-4056-bdc5-85c9d7d51c78,e02907e6-4bd3-52fd-a89e-1ef70b9ef685,74eae513-133d-4bae-8f96-1914e2d5bf15,Carrier A,Road,Route B,1.27,402.07,2,2026-01-24
73e6be45-3c9d-4670-9104-5559a4cda795,3,0.8206666666666665,0.032306023264000006,0,2.198186883390027,1,73e6be45-3c9d-4670-9104-5559a4cda795,830b5ead-a469-50fa-b405-de9f123a5c0c,4343537b-872f-4caa-afdd-49450a6adc91,Carrier A,Road,Route B,1.17,401.17,4,2026-01-24
5d4a182a-6909-4f1e-abd0-16a4d31bc47a,2,0.8069999999999999,0.0116512815199999,0,2.127927257439584,1,5d4a182a-6909-4f1e-abd0-16a4d31bc47a,8ed9e034-fc54-5c0b-8252-6777e6c14b51,2f9a0d56-c712-4d39-bf30-06a0f593f01e,Carrier A,Road,Route B,1.3,403.2,3,2026-01-24
0a937b47-8a20-401c-9b44-3a24b54427c2,2,0.8795,0.013359348611,0,1.6383683762316341,1,0a937b47-8a20-401c-9b44-3a24b54427c2,da36b3b8-1634-5410-af81-45640e6dd572,caf73216-f97b-4a38-bcfe-82b533750171,Carrier A,Road,Route B,9.73,550.31,9,2026-01-24
26d86a76-4881-4867-a5b5-af64c8b305b5,1,0.907,0.002126722743,0,1.6810822563677021,1,26d86a76-4881-4867-a5b5-af64c8b305b5,a14869ac-9d85-5931-aff6-97a5ebe14bfe,e44a9bb4-20e3-4529-9eac-98b876326ef7,Carrier A,Road,Route B,8.68,550.05,8,2026-01-24
873b1489-f494-4017-a540-67da4a8399fb,2,0.7965,0.0071465207369998,0,1.6167101525292598,1,873b1489-f494-4017-a540-67da4a8399fb,882ba5b2-4cff-521c-a603-305f9a1cebec,e44a9bb4-20e3-4529-9eac-98b876326ef7,Carrier A,Road,Route B,8.68,568.32,8,2026-01-24
d5f6bf61-0208-466c-ae88-53d6fc882c3d,2,0.887,0.011201432504,0,1.6521504245759737,1,d5f6bf61-0208-466c-ae88-53d6fc882c3d,4094d616-769e-58ce-a23f-fa4c01068353,e44a9bb4-20e3-4529-9eac-98b876326ef7,Carrier A,Road,Route B,8.62,553.46,8,2026-01-24
da123a85-7080-4c4e-9f72-a21d31e8294c,2,0.922,0.012319635108,0,1.6256511668692146,1,da123a85-7080-4c4e-9f72-a21d31e8294c,ec5a90bb-9705-5767-84fb-86e78d213d51,5851b929-d1da-42ae-8e9a-03fb1a00dc5e,Carrier A,Road,Route B,8.11,545.52,9,2026-01-24
9aaf6067-801b-4faf-a37b-0a3fa1aeb235,1,0.806,0.004962321875,0,1.6646053286079925,1,9aaf6067-801b-4faf-a37b-0a3fa1aeb235,4aaa7e7f-f47a-5bda-a032-70a4c8d9b07e,ecb7a2bc-fbfc-406e-b751-6a59316aa397,Carrier A,Road,Route B,9.39,551.39,10,2026-01-24
752c9485-dcaa-4973-957c-b88ea800ad9c,3,0.8636666666666667,0.003909698071,0,1.624463379778956,1,752c9485-dcaa-4973-957c-b88ea800ad9c,686103ac-abd9-5c5c-85d6-08fcd5fd0bcf,caf73216-f97b-4a38-bcfe-82b533750171,Carrier A,Road,Route B,10.91,543.01,9,2026-01-24
8403fdfc-3a3d-4ffd-81c6-552e63692f2f,2,0.8555,0.015317640008,0,1.578552932860768,1,8403fdfc-3a3d-4ffd-81c6-552e63692f2f,8308d1c9-ff15-5e8a-bade-5e240150b483,5851b929-d1da-42ae-8e9a-03fb1a00dc5e,Carrier A,Road,Route B,9.68,544.58,8,2026-01-24
6e7088cf-853d-4484-83fc-7e3cc8fd6472,3,0.8366666666666666,0.011608414833999998,0,1.6619421034343387,1,6e7088cf-853d-4484-83fc-7e3cc8fd6472,f8f1ce2d-524c-503a-b11a-937e400a64e1,5851b929-d1da-42ae-8e9a-03fb1a00dc5e,Carrier A,Road,Route B,9.94,551.0,9,2026-01-24
a3abd183-6895-44cd-b31f-7d1cde16b723,2,0.8865000000000001,0.0105936823879999,0,1.6033649711630018,1,a3abd183-6895-44cd-b31f-7d1cde16b723,aebaeb8d-b463-5871-8c11-478497ab7eda,ecb7a2bc-fbfc-406e-b751-6a59316aa397,Carrier A,Road,Route B,10.53,538.42,7,2026-01-24
733a58d9-f6af-4380-80b7-0d1ba0fae31c,4,0.8667500000000001,0.0075800243439998,0,1.6033649711630018,1,733a58d9-f6af-4380-80b7-0d1ba0fae31c,aebaeb8d-b463-5871-8c11-478497ab7eda,e2d8c30a-ea6f-4892-a36d-ae71c406cd7c,Carrier A,Road,Route B,10.53,538.42,7,2026-01-24
cbe8ce47-42c2-4b32-8475-c3bdafd583e7,4,0.82075,0.0165168749999999,0,1.6386267161287942,1,cbe8ce47-42c2-4b32-8475-c3bdafd583e7,ee571705-f927-5e65-877a-8aba508a6ac9,5851b929-d1da-42ae-8e9a-03fb1a00dc5e,Carrier A,Road,Route B,10.11,553.2,9,2026-01-24
c0770e22-edb7-4179-9f62-e7357cd91031,2,0.773,0.07718206548999999,0,1.603002663963025,1,c0770e22-edb7-4179-9f62-e7357cd91031,69ef3db5-fda6-5a05-ae2f-3416872850d9,e44a9bb4-20e3-4529-9eac-98b876326ef7,Carrier A,Road,Route B,9.01,550.96,8,2026-01-24
850c0638-e030-4338-91a8-3ee8d4f1afa9,1,0.958,0.00219422473,0,1.6480375449725089,1,850c0638-e030-4338-91a8-3ee8d4f1afa9,2752a71c-2418-5260-8658-f952839de970,e2d8c30a-ea6f-4892-a36d-ae71c406cd7c,Carrier A,Road,Route B,9.25,550.71,8,2026-01-24
afd8c893-5ae7-49cd-aeb7-bf3259371940,2,0.8725,0.014994116551000001,0,1.625148180932665,1,afd8c893-5ae7-49cd-aeb7-bf3259371940,147a6712-0552-54c6-b747-d7ea5a9ee77f,e2d8c30a-ea6f-4892-a36d-ae71c406cd7c,Carrier A,Road,Route B,11.47,548.26,10,2026-01-24
cd48f1fe-6d46-4249-993d-d5f52193611d,4,0.846,0.017665998399,0,1.680387261074781,1,cd48f1fe-6d46-4249-993d-d5f52193611d,1c7af14e-bd6b-5ad2-a6ea-12b5b28a5786,e2d8c30a-ea6f-4892-a36d-ae71c406cd7c,Carrier A,Road,Route B,9.74,551.91,9,2026-01-24
6203652c-f22c-4b42-ac82-b7eb42e0dbda,1,0.978,0.0032176,0,0.10404838546832292,0,6203652c-f22c-4b42-ac82-b7eb42e0dbda,cb500fd3-c1e9-5a33-a635-3f6306281a6a,481d2a47-1926-4300-a761-3eaee832726e,Carrier B,Air,Route B,1.93,937.28,3,2026-01-24
7fca6ddb-68a8-441e-b1a9-489ff12a9182,1,0.907,0.00993678424,0,0.09800338068287383,0,7fca6ddb-68a8-441e-b1a9-489ff12a9182,0423a2b2-fa1a-5f4e-8fdb-10381af05967,308095e9-0367-4155-bdbf-5bd2b8dbdf71,Carrier B,Air,Route B,1.94,938.83,4,2026-01-24
d9f628f9-1576-4dc2-9dd7-f8b11f8c102e,1,0.942,0.014660503858,0,0.09507892372267088,0,d9f628f9-1576-4dc2-9dd7-f8b11f8c102e,b189c073-b994-586a-8606-353feb1a5224,98b6588c-890b-4a2e-9d08-ad5c96d0d77c,Carrier B,Air,Route B,1.8,915.12,6,2026-01-24
d7835f9f-02be-4afa-8878-f6e65d1b0a94,2,0.9335,0.01587337201,0,2.245946807993538,1,d7835f9f-02be-4afa-8878-f6e65d1b0a94,975e0e0f-a546-5286-b766-9589e7e691bf,d0affc11-8677-419e-a077-664e5e7fdaba,Carrier B,Sea,Route B,2.61,127.37,5,2026-01-24
722264a9-5550-4539-887a-28bd472cad7a,3,0.8616666666666667,0.01198011142,0,2.2995080997865656,1,722264a9-5550-4539-887a-28bd472cad7a,142b69ed-e6f5-59f4-ba3b-4be408902c63,df282daa-885f-472e-9cfe-60dcc97d9202,Carrier B,Sea,Route B,2.64,126.28,7,2026-01-24
381cf37e-6bc0-4015-b1bd-6edd74745042,2,0.8234999999999999,0.004391402468999999,0,2.1982947741983097,1,381cf37e-6bc0-4015-b1bd-6edd74745042,dc3644e1-9def-5927-9fd7-2bdce8e18de5,d0affc11-8677-419e-a077-664e5e7fdaba,Carrier B,Sea,Route B,2.43,128.61,8,2026-01-24
1be233d1-cd15-4deb-abce-9c185f439fbe,2,0.837,0.0043133369599999,0,2.212976701389403,1,1be233d1-cd15-4deb-abce-9c185f439fbe,218c73db-6284-579c-b49e-cd4e9785c8d5,98b6588c-890b-4a2e-9d08-ad5c96d0d77c,Carrier B,Sea,Route B,2.81,127.6,5,2026-01-24
49121201-a81f-41a6-aacc-f77007f57f54,2,0.885,0.0107398208719999,0,2.2844383367080914,1,49121201-a81f-41a6-aacc-f77007f57f54,2c9653af-e01c-5a6b-8860-7e660a55b159,98b6588c-890b-4a2e-9d08-ad5c96d0d77c,Carrier B,Sea,Route B,2.71,127.23,7,2026-01-24
a99d7a71-02b0-4649-be64-9facb76156aa,3,0.8496666666666667,0.017137349286,0,2.253337353286007,1,a99d7a71-02b0-4649-be64-9facb76156aa,6da7e2c8-592a-5fde-b45d-0622a759114c,308095e9-0367-4155-bdbf-5bd2b8dbdf71,Carrier B,Sea,Route B,2.74,128.32,6,2026-01-24
99823dd5-ab7d-4ffa-8042-ab1d9745ed81,2,0.8200000000000001,0.023484792554,0,2.236843785383563,1,99823dd5-ab7d-4ffa-8042-ab1d9745ed81,903a38b2-f5eb-5744-b857-fd335991d5eb,d0affc11-8677-419e-a077-664e5e7fdaba,Carrier B,Sea,Route B,2.07,126.8,6,2026-01-24
c85d8b47-3db6-475a-91b6-79748512944f,2,0.851,0.0046209928239998995,0,2.156077409770679,1,c85d8b47-3db6-475a-91b6-79748512944f,d660206f-51d9-5be9-9510-55618cf80548,481d2a47-1926-4300-a761-3eaee832726e,Carrier B,Sea,Route B,2.42,128.64,8,2026-01-24
e5d29b30-9faf-4e9a-8f70-562a1cff9144,2,0.8825000000000001,0.013529578723,0,2.156077409770679,1,e5d29b30-9faf-4e9a-8f70-562a1cff9144,d660206f-51d9-5be9-9510-55618cf80548,d0affc11-8677-419e-a077-664e5e7fdaba,Carrier B,Sea,Route B,2.42,128.64,8,2026-01-24
0bd4b4fc-dd71-41a0-9bc3-e6d01ef9c9eb,4,0.8987499999999999,0.020957751793999998,0,2.2243109957254306,1,0bd4b4fc-dd71-41a0-9bc3-e6d01ef9c9eb,7380b767-e594-5397-970c-959ab2c8e134,308095e9-0367-4155-bdbf-5bd2b8dbdf71,Carrier B,Sea,Route B,2.14,129.5,6,2026-01-24
53d0ffd5-51d2-4a2a-8fe6-d0c369c366b4,2,0.8534999999999999,0.0104611488039999,0,1.034997908561968,1,53d0ffd5-51d2-4a2a-8fe6-d0c369c366b4,a3aeb8a0-f0ee-59d0-9eab-3d594c72064f,df282daa-885f-472e-9cfe-60dcc97d9202,Carrier B,Air,Route A,4.17,868.33,0,2026-01-24
ee1ea256-479d-4e57-b538-1576890c9896,3,0.7946666666666667,0.0148417411649998,0,1.0026962504211132,1,ee1ea256-479d-4e57-b538-1576890c9896,3d471c36-655b-5f7a-b4ba-5e044e63a1f0,481d2a47-1926-4300-a761-3eaee832726e,Carrier B,Air,Route A,4.85,857.76,0,2026-01-24
cfe98576-8629-4b00-8abe-bb02bff657d7,2,0.8485,0.012869440432,0,1.0239588764562806,1,cfe98576-8629-4b00-8abe-bb02bff657d7,2bd0df7e-08ad-58dd-a63c-34b50a9da23a,481d2a47-1926-4300-a761-3eaee832726e,Carrier B,Air,Route A,4.31,866.18,3,2026-01-24
b621bbf5-5861-4c09-9289-094653c7593b,6,0.8311666666666668,0.020510790278000002,0,1.0228266595478268,1,b621bbf5-5861-4c09-9289-094653c7593b,1922490a-1dfa-5601-a081-9f08182b7dc7,98b6588c-890b-4a2e-9d08-ad5c96d0d77c,Carrier B,Air,Route A,4.09,859.66,3,2026-01-24
285e04ec-83cd-4019-866f-3240823e1945,2,0.8725,0.029379210359,0,0.9501373156801881,1,285e04ec-83cd-4019-866f-3240823e1945,3638eedc-de95-5309-bc53-6ac297684aab,481d2a47-1926-4300-a761-3eaee832726e,Carrier B,Air,Route A,4.93,873.97,2,2026-01-24
0f69114c-c355-4409-96b8-fa007a6a60c8,2,0.8959999999999999,0.0050149529319999005,0,1.0111361784578006,1,0f69114c-c355-4409-96b8-fa007a6a60c8,588cabca-1ef9-5cba-99dd-6fc519d32657,d0affc11-8677-419e-a077-664e5e7fdaba,Carrier B,Air,Route A,4.35,858.41,2,2026-01-24
b024385c-fe2f-4e5e-99d0-b68e319950c0,2,0.8745,0.0110155531249999,0,0.997203237800176,1,b024385c-fe2f-4e5e-99d0-b68e319950c0,32735136-79e8-5bf1-8bfb-cd46c755500c,df282daa-885f-472e-9cfe-60dcc97d9202,Carrier B,Air,Route A,3.55,863.68,0,2026-01-24
c9bac712-7c74-4524-8cda-1be5bf353efb,3,0.8863333333333333,0.021750520138999897,0,1.0042869586008003,1,c9bac712-7c74-4524-8cda-1be5bf353efb,a18dd37e-b36e-5b63-a041-fe82b07d719e,308095e9-0367-4155-bdbf-5bd2b8dbdf71,Carrier B,Air,Route A,3.78,868.22,0,2026-01-24
1f37fe46-97a9-45fb-9a21-f0456975bc8e,2,0.7995,0.0235615045909998,0,1.0195976364772386,1,1f37fe46-97a9-45fb-9a21-f0456975bc8e,1f8c4d3f-9cdd-5517-8881-242d66d60c51,308095e9-0367-4155-bdbf-5bd2b8dbdf71,Carrier B,Air,Route A,4.08,878.3,2,2026-01-24
18911fb5-c53a-4ee8-9cb4-47ab03dccbc0,2,0.7685,0.010509248148,0,0.10296185202673021,0,18911fb5-c53a-4ee8-9cb4-47ab03dccbc0,fc55f6a7-a2db-530a-ab86-6cfb6eea769f,481d2a47-1926-4300-a761-3eaee832726e,Carrier C,Air,Route C,3.38,674.42,11,2026-01-24
f6fbfbb6-f0bd-412d-a1c1-ab50475d82f3,2,0.843,0.017623514042999798,0,0.1026218138696262,0,f6fbfbb6-f0bd-412d-a1c1-ab50475d82f3,ef5b4a5d-3d7e-5e7b-93f9-234104c6b6ab,98b6588c-890b-4a2e-9d08-ad5c96d0d77c,Carrier C,Air,Route C,3.13,668.24,9,2026-01-24
3a84594f-87c6-4426-8ba8-a57e42a3d1b6,2,0.8360000000000001,0.019836008699999998,0,0.10028839468849149,0,3a84594f-87c6-4426-8ba8-a57e42a3d1b6,74c24c91-018e-5f87-805d-549ec1904d95,481d2a47-1926-4300-a761-3eaee832726e,Carrier C,Air,Route C,3.43,671.02,11,2026-01-24
0d54c149-f566-4f43-b915-1fa27224e987,2,0.861,0.014074219213,0,0.1017318639313549,0,0d54c149-f566-4f43-b915-1fa27224e987,60221e47-c4d9-53ed-a474-ed64957037f7,d0affc11-8677-419e-a077-664e5e7fdaba,Carrier C,Air,Route C,3.37,671.59,10,2026-01-24
